id,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,mental_health_consequence
M1080,32,male,Netherlands,NA,Yes,No,Yes,Sometimes,01-May,No,Yes,No,No,No,No,Yes,Very difficult,No,Some of them,Yes,No,Maybe,No,No,NA,Maybe
M1081,25,Male,United States,UT,No,Yes,Yes,Often,01-May,No,Yes,No,Yes,No,No,Yes,Very easy,No,Yes,Yes,No,Maybe,No,No,NA,Maybe
M1082,29,Male,Netherlands,NA,No,Yes,Yes,Often,01-May,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Very difficult,Maybe,Yes,Yes,Maybe,No,Yes,No,Autism is a bitch for those living with it and living it. For the past years I've really been working hard to get myself (known) in the community. The people in the community that know can be counted on one hand. In general I'm not telling anyway unless it really matters and it would be a gain in some way or the other. Not because I don't trust the community members close to me but because I don't want to be that guy. And IMHO it doesn't and shouldn't matter but sadly some people are funky about that. Yet sometimes I wan't to tell everyone what I've been through and share my lessons learned.,No
M1083,30,Female,United States,TN,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,No,No,Don't know,Somewhat difficult,No,No,No,No,Maybe,No,No,This issue for me is very real at the moment. I have missed several days of work recently because of a bad reaction to a depression/anxiety drug and I hate not being able to discuss it with my boss without worrying that I will be labeled a liability. ,Yes
M1084,34,female,Canada,NA,No,Yes,Yes,Often,26-100,No,No,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,No,No,Yes,No,NA,No
M1085,32,male,United Kingdom,NA,No,Yes,Yes,Sometimes,01-May,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M1086,37,male,Germany,NA,No,No,No,NA,Jun-25,No,Yes,Don't know,No,No,No,Yes,Very easy,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M1087,41,male,Germany,NA,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,Yes,Yes,No,No,Yes,No,NA,No
M1088,38,male,United States,IN,No,Yes,No,Never,More than 1000,No,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,Some of them,No,No,No,No,No,NA,Yes
M1089,32,Male,United States,IN,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,Some of them,Yes,No,Maybe,Don't know,No,NA,No
M1090,28,Female,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,No,Yes,No,NA,Maybe
M1091,11,male,United States,OH,Yes,No,No,Never,01-May,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,Some of them,Some of them,No,Maybe,Yes,No,NA,No
M1092,43,male,United States,TX,No,Yes,No,Never,100-500,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M1093,32,Male,United States,TN,No,Yes,Yes,Often,100-500,No,Yes,No,Yes,No,No,Don't know,Very difficult,No,Yes,Yes,No,Yes,No,No,NA,Yes
M1094,25,M,United States,WA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,No,No,No,No,Yes,No,NA,Yes
M1095,37,Male,United States,UT,No,No,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Yes,Yes,Very easy,No,No,Yes,No,No,Yes,No,NA,No
M1096,36,male,United States,AL,Yes,No,Yes,Sometimes,01-May,No,No,No,Yes,No,No,No,Very difficult,No,No,No,No,No,No,Yes,NA,No
M1097,24,Male,United States,WI,No,Yes,Yes,Rarely,Jun-25,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,Yes,Yes,Maybe,Yes,Yes,No,NA,No
M1098,40,male,United States,WA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat difficult,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Really manager dependent. I have had managers who work with my strengths and others who want my to work on my weaknesses which are directly tied to my mental issues. ,Maybe
M1099,29,Male,United States,WI,No,No,No,NA,More than 1000,No,No,Don't know,Not sure,Yes,Don't know,Yes,Somewhat easy,No,Some of them,Yes,No,Maybe,Yes,No,Though it doesn't affect me (male) good job for making the Gender field a text input instead of a drop down of only two options.,No
M1100,43,Male,United States,NY,No,No,No,Never,500-1000,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,Yes,Some of them,No,No,Yes,No,NA,No
M1101,29,Male,United States,NY,No,No,No,NA,Jun-25,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,No,Some of them,Yes,Maybe,Yes,Don't know,No,NA,Maybe
M1102,26,Male,United States,OH,No,Yes,No,Sometimes,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1103,33,Female,Canada,NA,Yes,Yes,Yes,Often,01-May,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,No,No,No,Maybe,No,Yes,NA,Yes
M1104,35,Female,United States,WA,No,Yes,No,Sometimes,Jun-25,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,Yes,Some of them,No,No,Yes,No,NA,No
M1105,45,M,United States,CA,No,No,No,Never,Jun-25,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M1106,25,Male,United States,SC,No,No,Yes,Rarely,Jun-25,Yes,Yes,No,Yes,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,No,Maybe,Don't know,No,NA,Maybe
M1107,50,male,France,NA,Yes,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Some of them,Yes,No,No,Don't know,No,NA,Maybe
M1108,26,male,Australia,NA,No,Yes,Yes,Rarely,26-100,No,Yes,No,No,Don't know,Don't know,Don't know,Very easy,No,Yes,Yes,Maybe,Yes,Yes,No,NA,No
M1109,33,female,United States,CA,No,No,Yes,Often,More than 1000,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,No,No,No,No,Maybe,Don't know,No,NA,Yes
M1110,30,Male,India,NA,No,No,No,Often,Jun-25,No,Yes,No,No,No,No,No,Very easy,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
M1111,33,male,Croatia,NA,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,No
M1112,29,M,France,NA,No,No,Yes,Often,Jun-25,No,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,Yes,Some of them,No,Yes,No,No,NA,Maybe
M1113,37,male,Germany,NA,No,No,No,NA,Jun-25,Yes,Yes,No,Not sure,No,No,Don't know,Don't know,No,Some of them,No,Maybe,Yes,Don't know,No,NA,Maybe
M1114,25,Male,United States,MN,No,Yes,Yes,Sometimes,01-May,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,Yes,Yes,Maybe,Yes,Don't know,No,I was (wrongly) diagnosed clinically depressed at 12 then bipolar I at 15 and medicated for a decade until decided myself to go drug free. Since then I've never been happier. Insomnia and my insatiablility for learning and programming have always had a symbiotic  relationship.It might also bear mentioning that I'm self-employed in addition to my more traditional day job.,No
M1115,40,m,United States,WA,No,No,No,NA,More than 1000,No,No,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Maybe
M1116,24,Male,Canada,NA,No,No,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,No,No,No,No,Maybe,Don't know,Yes,NA,Maybe
M1117,40,Male,United Kingdom,NA,No,No,Yes,Never,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,Yes,Some of them,No,Maybe,Don't know,No,NA,Maybe
M1118,46,Male,United States,PA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Don't know,No,NA,Yes
M1119,38,Male,United States,NY,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,No,Yes,Don't know,No,NA,Yes
M1120,34,Male,United States,VT,No,No,No,Never,01-May,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,No,No,No,No,Don't know,No,My employer currently does not offer any health insurance I have to get that on my own.  However at past positions I have had health insurance but no one ever mentioned mental health issues nor would I wish to discuss those with my co-workers bosses etc for fear of negative reception.,Yes
M1121,32,Male,United Kingdom,NA,Yes,No,Yes,Rarely,01-May,No,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,Some of them,Yes,No,Yes,No,Yes,NA,No
M1122,44,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,No,No,No,No,No,Yes,Don't know,Don't know,No,Some of them,Some of them,No,No,No,No,NA,Maybe
M1123,33,Female,United Kingdom,NA,No,No,Yes,Never,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,No,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M1124,45,female,United States,MI,No,No,Yes,Rarely,26-100,No,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,No
M1125,35,Male,United States,NY,No,No,No,NA,Jun-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,No,No,Yes,No,Mental health at work is not an issue if you leave work problems at work that may be easier for those of us not in a support role.,No
M1126,26,Male,Germany,NA,Yes,Yes,Yes,Often,01-May,No,Yes,No,No,No,No,Don't know,Don't know,No,Yes,Yes,Maybe,Yes,No,Yes,NA,Maybe
M1127,20,female,United States,NY,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,No
M1128,-1,p,United States,AL,Yes,Yes,Yes,Often,01-May,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,password: testered,Yes
M1129,37,Male,Netherlands,NA,No,Yes,No,Sometimes,Jun-25,No,Yes,No,No,No,No,Yes,Somewhat easy,No,Some of them,Yes,No,Maybe,Yes,No,NA,Maybe
M1130,28,male,United States,MI,No,No,No,NA,More than 1000,No,No,Yes,No,No,No,Yes,Somewhat easy,No,No,No,No,Yes,No,No,NA,Maybe
M1131,42,F,United States,WA,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,Some of them,No,Yes,No,No,NA,Yes
M1132,32,male,United Kingdom,NA,No,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,Yes,NA,Maybe
M1133,36,F,United States,TN,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Maybe,Some of them,No,No,No,Don't know,No,NA,Maybe
M1134,27,M,New Zealand,NA,No,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,No,No,No,Maybe,No,Yes,NA,Yes
M1135,27,M,New Zealand,NA,No,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,No,No,No,Maybe,No,Yes,NA,Yes
M1136,27,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Somewhat easy,No,Yes,Yes,Maybe,Maybe,No,No,suffer from CR-PTSD so all answered based on that,Maybe
M1137,25,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Very easy,No,Some of them,Yes,No,Maybe,Yes,No,Since being advised by Occupational Health that the tempo and spontenaity of the office environment was likely to have a negative effect on my mental health (I'm schizoaffective) I've been moved to 100% remote (home) working. The company have furnished a home office for me and I am only required to attend the office once a month to keep in touch,No
M1138,41,M,United Kingdom,NA,No,Yes,No,NA,Jun-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
M1139,23,Male,Germany,NA,No,Yes,Yes,Sometimes,Jun-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,No,No,No,Don't know,No,NA,Maybe
M1140,21,Male,United Kingdom,NA,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,No,Some of them,No,No,No,Don't know,No,NA,Maybe
M1141,26,Male,Moldova,NA,No,No,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Very difficult,No,Yes,Yes,Yes,Yes,Don't know,No,NA,No
M1142,29,Male,Sweden,NA,No,No,No,Rarely,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,No,Yes,Don't know,Yes,NA,Maybe
M1143,28,male,Belgium,NA,No,No,No,Sometimes,More than 1000,No,No,No,No,No,No,Don't know,Somewhat easy,Maybe,No,No,No,No,Don't know,Yes,NA,Yes
M1144,27,female,United Kingdom,NA,No,Yes,No,NA,More than 1000,No,No,No,Yes,No,No,Yes,Don't know,No,No,No,No,Yes,Yes,No,NA,Maybe
M1145,23,Male,Israel,NA,No,No,No,Never,More than 1000,No,No,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,Yes,Yes,No,Yes,Yes,No,NA,No
M1146,26,F,United States,NY,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,NA,Maybe
M1147,38,Male,United Kingdom,NA,No,Yes,Yes,Sometimes,01-May,No,Yes,No,Not sure,Don't know,Don't know,Don't know,Very easy,No,Some of them,Yes,Maybe,Yes,Don't know,No,NA,No
M1148,39,M,United Kingdom,NA,No,Yes,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Very easy,Maybe,Some of them,Yes,Maybe,Maybe,Yes,No,Despite the impression that several 'no' responses might give my employer has been very supportive. But then I work in health care.,Maybe
M1149,35,M,United States,IN,No,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,No,Some of them,No,Yes,Don't know,No,NA,Yes
M1150,32,male,United States,NC,No,No,No,Rarely,Jun-25,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,No,Maybe,Don't know,No,NA,Maybe
M1151,32,Male,United States,CA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,Some of them,Some of them,No,No,Don't know,Yes,NA,Maybe
M1152,26,Male,United Kingdom,NA,No,No,No,Never,Jun-25,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Some of them,No,No,Maybe,Don't know,No,NA,Yes
M1153,38,Male,Canada,NA,No,Yes,Yes,Rarely,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,Yes,Yes,No,Maybe,No,No,NA,No
M1154,34,Female,United Kingdom,NA,No,Yes,No,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,No,Some of them,Yes,Maybe,Maybe,Yes,No,NA,No
M1155,39,Male,United States,TN,No,Yes,Yes,Often,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Yes
M1156,32,male,Canada,NA,Yes,No,No,Never,Jun-25,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,No,Yes,Yes,Maybe,Maybe,Yes,No,NA,No
M1157,37,Male,Netherlands,NA,Yes,No,No,Never,01-May,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Yes,Some of them,Some of them,No,No,Don't know,No,NA,Yes
M1158,31,male,United Kingdom,NA,No,Yes,Yes,Never,Jun-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,No,No,Don't know,No,When I've had a depression I was lucky to have an awesome manager who was very understanding and found a budget to pay for my therapy sessions.,No
M1159,30,m,United States,MN,No,Yes,Yes,Rarely,Jun-25,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,Don't know,No,People have often felt uncomfortable with my story while most of it happened a decade ago. I used to be quite open about it and have since kept it quietly tucked away. While I sometimes have waves of depression I have learned to cope with the affects.,No
M1160,51,M,Singapore,NA,No,No,No,Never,More than 1000,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,No,No,No,No,NA,Yes
M1161,29,M,United States,NC,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,Some of them,Some of them,No,Maybe,Don't know,No,NA,Yes
M1162,31,Male,United Kingdom,NA,No,No,No,Never,100-500,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Yes,Some of them,No,No,No,Yes,No,NA,Maybe
M1163,31,Male,India,NA,No,No,No,NA,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,Don't know,No,NA,Yes
M1164,26,Male,United States,TX,No,Yes,Yes,Sometimes,Jun-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,Maybe
M1165,46,Female,United States,CA,No,No,Yes,Often,100-500,Yes,No,Yes,Yes,No,No,Yes,Don't know,No,Some of them,Some of them,No,Maybe,No,No,NA,Maybe
M1166,32,Male,United States,CA,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,No,Yes,Yes,No,No,Don't know,No,NA,Maybe
M1167,29,Male,United States,IL,No,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,No,Some of them,No,No,Maybe,Don't know,No,NA,Maybe
M1168,34,male,Poland,NA,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Some of them,No,Yes,Don't know,No,NA,Maybe
M1169,26,Male,Colombia,NA,No,No,No,Often,Jun-25,No,Yes,No,No,No,No,No,Very difficult,No,No,No,No,Maybe,Yes,No,NA,Yes
M1170,32,Female,United States,PA,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,Some of them,No,No,No,No,No,NA,Maybe
M1171,29,Male,United States,IL,No,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,Some of them,Yes,Maybe,Yes,No,No,NA,Maybe
M1172,30,Male,United States,IL,No,No,No,NA,More than 1000,No,No,Yes,No,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,Don't know,No,NA,Yes
M1173,40,F,United States,MN,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,No,Yes,Yes,No,Maybe,Yes,Yes,NA,No
M1174,23,Male,United Kingdom,NA,No,No,Yes,Sometimes,01-May,No,Yes,No,No,No,No,Don't know,Very difficult,No,Yes,Yes,Yes,Yes,No,Yes,I burnt out this year. I worked too much had too much pressure on myself from being the sole developer on a delayed project that seemed to grow in size with each week it was delayed by and worried about money a lot.I became depressed and anxious and had trouble eating sleeping and generally being myself. As my depression worsened I was regularly late for work couldn't perform as well as I should and became irritable with my colleagues.My employers response after a while was to send me private messages complaining about my lateness which only worsened the situation. I was prescribed 3 weeks off work by my doctor which my employer agreed to only to come back after to find I had been on 'statutory pay' which was roughly half of what I was expecting and was not enough to cover my rent bills AND food. This made me worse and sent me into another depression until I eventually admitted defeat gave up working and left the company. It took me months to recover and I'm now left (over 6 months after this all started) recovering from the fallout I created leaving employment with hardly any money to my name.I had previously been told by my employer that I was too young to burn out and (stupidly) trusted them. I did not feel comfortable discussing my problems with my employer because each time I was met with an attitude that I had to get myself together and ultimately given the amount of employees before me who had left the company by being fired after an altercation with the employer left me with no option but to hide it from them so I too wouldn't be fired.,Maybe
M1175,20,Male,Georgia,NA,No,No,No,Rarely,26-100,No,No,No,No,No,No,Don't know,Very difficult,Yes,Some of them,No,No,Maybe,No,No,NA,Yes
M1176,38,male,United States,NY,No,Yes,No,NA,Jun-25,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,Some of them,Yes,No,No,Don't know,Yes,NA,No
M1177,26,Female,United States,MI,No,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,No,No,Maybe,No,No,NA,Maybe
M1178,29,Male,United States,OH,No,No,No,Never,26-100,No,Yes,No,No,No,Don't know,Don't know,Don't know,No,Some of them,Yes,No,Yes,No,Yes,NA,No
M1179,40,m,China,NA,Yes,No,No,Sometimes,01-May,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,NA,No
